Type,Family,Cost,Cut Length,Structural Material,Count
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,404,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,408,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2941,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2888,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2707,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2810,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,3670,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1097,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1017,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1043,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,12717,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1036,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2957,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1148,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1068,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1031,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1068,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1013,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,9190,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1057,Metal - Acero - 345 MPa,1
UPE 220,UPE - Canales de ala paralela,195,3515,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2927,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,1134,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,1122,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3005,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3375,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3268,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3365,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3268,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,1469,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,1469,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,2319,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,2304,Metal - Acero - 345 MPa,1
CHS168.3x10,CHS-Circular Hollow Sections,205,4215,Metal - Acero - 345 MPa,1
HSS127X12.7,HSS-Tubo estructural redondo,200,3863,Metal - Acero - 345 MPa,1
HSS127X12.7,HSS-Tubo estructural redondo,200,3553,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,914,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,2814,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 360,IPE - Secciones en I con alas paralelas,275,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2917,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2954,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,880,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,995,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,911,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1319,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1319,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,2992,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2364,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,1172,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2317,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,860,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,3010,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2818,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,880,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,995,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,911,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1319,Metal - Acero - 345 MPa,1
IPE 160,IPE - Secciones en I con alas paralelas,187,1319,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,2992,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2317,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,1125,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2317,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,1125,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2914,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,3010,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2904,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2818,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,880,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,995,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,911,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1319,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1319,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,2934,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,254,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2317,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,1125,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2317,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,1125,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,2914,Metal - Acero - 345 MPa,1
IPE 120,IPE - Secciones en I con alas paralelas,310,3010,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1240,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,2977,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,914,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,3092,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2814,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3255,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3255,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3322,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1424,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1452,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1310,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2245,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2435,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2674,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3970,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,2757,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,2906,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3672,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3015,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3068,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,4017,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3361,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3678,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1142,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1061,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1116,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1062,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1049,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,8470,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1049,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3965,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,789,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,952,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3077,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,802,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,803,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2333,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,940,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1016,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2343,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,954,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2333,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,940,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1031,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,934,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,962,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,948,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3990,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,945,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,815,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2933,Metal - Steel 50-355,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,1404,Metal - Steel 50-355,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,920,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,873,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,873,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1424,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,1340,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3329,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1459,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1310,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2258,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2435,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3329,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1459,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1353,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2258,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2435,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
